id,arm,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,answer_miss,gate_unmet,seq
qa_92_1hop_149,A,5,0,1,1,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_92_1hop_149,B,5,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,"검색:야간주거침입죄, 절도죄 관련 최신 판례 및 →종료"
qa_92_1hop_149,C,6,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_621_2hop_937,A,4,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_621_2hop_937,B,5,0,1,1,0,2,1,0,0,1,2,finish,0,0,0,0,검색:행정소송법 관련 세부 판례 및 지침→종료
qa_621_2hop_937,C,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_312_2hop_499,A,3,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_312_2hop_499,B,4,1,1,0,1,2,1,0,0,1,2,finish,0,0,0,0,검색:도박 중독 이혼 사유 관련 민법 조문→종료
qa_312_2hop_499,C,3,2,2,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_476_2hop_749,A,4,0,1,1,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_476_2hop_749,B,3,0,1,1,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:형법 제335조, 형법 제13조 관련 최신 →종료"
qa_476_2hop_749,C,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_192_2hop_334,A,4,0,0,0,2,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_192_2hop_334,B,3,0,1,1,1,2,1,0,0,1,2,finish,0,0,0,0,검색:공무원 부정행위 관련 형법 조문 및 판례 검→종료
qa_192_2hop_334,C,5,0,2,2,1,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_163_2hop_630_rand,A,3,3,3,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_163_2hop_630_rand,B,5,3,3,0,1,1,1,0,0,1,2,finish,0,0,0,0,"검색:소득세법 제217조, 소득세법 제218조, →종료"
qa_163_2hop_630_rand,C,2,0,0,0,1,1,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:현금영수증 발급 거부 포상금 지급 관련 국세→종료
qa_387_2hop_603,A,3,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_387_2hop_603,B,4,0,1,1,1,2,1,0,0,1,2,finish,0,0,0,0,검색:문서 위조 관련 형법 조항 및 공공기관 문서→종료
qa_387_2hop_603,C,4,0,2,2,0,2,0,1,1,2,3,finish,0,0,0,0,사실검증→논리검증→종료
qa_213_2hop_812_rand,A,1,0,0,0,1,1,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_213_2hop_812_rand,B,2,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:지방세특례제한법 세부 조항 및 천연가스 버스→종료
qa_213_2hop_812_rand,C,6,0,1,1,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_61_1hop_93,A,3,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_61_1hop_93,B,1,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:헌법재판소 내부 규정 및 운영 지침→종료
qa_61_1hop_93,C,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_94_1hop_155,A,2,0,0,0,1,1,0,1,1,2,1,finish,0,0,0,0,생성→사실검증→논리검증→종료
qa_94_1hop_155,B,5,0,1,1,1,1,1,0,0,1,2,finish,0,0,0,0,검색:공공장소 음란행위 처벌 관련 법조문 추가 검→종료
qa_94_1hop_155,C,4,0,1,1,1,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_257_2hop_983_rand,A,2,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_257_2hop_983_rand,B,4,0,2,2,0,1,1,0,0,1,2,finish,0,0,0,0,검색:부가가치세법 시행령 세부 조항 및 관련 사례→종료
qa_257_2hop_983_rand,C,4,0,2,2,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_352_3hop_554,A,2,0,0,0,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_352_3hop_554,B,7,0,0,0,0,3,1,0,0,1,2,finish,0,0,0,0,"검색:체육진흥법, 형법 관련 최신 판례 및 해석 →종료"
qa_352_3hop_554,C,6,0,1,1,0,3,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_174_1hop_312,A,1,0,0,0,0,1,0,1,1,2,1,finish,0,0,0,0,생성→사실검증→논리검증→종료
qa_174_1hop_312,B,2,0,0,0,0,1,0,0,1,1,2,finish,0,0,0,0,논리검증→종료
qa_174_1hop_312,C,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_140_3hop_540_rand,A,5,0,0,0,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_140_3hop_540_rand,B,4,0,0,0,1,3,1,0,0,1,2,finish,0,0,0,0,"검색:법무사법인 설립 절차, 법무사법 제10조~제→종료"
qa_140_3hop_540_rand,C,4,0,0,0,0,3,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_90_2hop_147,A,3,0,1,1,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_90_2hop_147,B,5,0,0,0,1,2,1,0,0,1,2,finish,0,0,0,0,검색:손해보험계약 관련 조문 및 보험사고 보상 범→종료
qa_90_2hop_147,C,7,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_86_3hop_140,A,2,1,1,0,1,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_86_3hop_140,B,1,0,0,0,1,3,0,1,1,2,3,finish,0,0,0,0,사실검증→논리검증→종료
qa_86_3hop_140,C,2,2,2,0,0,3,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:산업재해보상보험법 치료 중 의료사고 인정 사→종료
qa_99_2hop_168,A,5,0,0,0,1,2,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_99_2hop_168,B,6,2,3,1,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:근로기준법 제27조, 노동위원회법 제57조,→종료"
qa_99_2hop_168,C,3,1,1,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_401_2hop_619,A,2,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_401_2hop_619,B,4,1,1,0,1,2,1,0,0,1,2,finish,0,0,0,0,검색:공동소유 토지 매각 및 지분 처분 관련 민법→종료
qa_401_2hop_619,C,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_324_2hop_515,A,4,0,0,0,1,2,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_324_2hop_515,B,7,0,0,0,0,2,1,0,0,1,2,finish,0,0,0,0,검색:민사소송법 병합소송 관련 조문→종료
qa_324_2hop_515,C,5,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_488_2hop_766,A,2,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_488_2hop_766,B,5,0,0,0,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:저작권법 개정 전후 적용 사례, 상표법 제9→종료"
qa_488_2hop_766,C,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_624_2hop_943,A,4,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_624_2hop_943,B,3,1,1,0,1,2,1,0,0,1,2,finish,0,0,0,0,검색:지방자치단체 재정지원 관련 보건복지부 지침 →종료
qa_624_2hop_943,C,3,0,0,0,1,2,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:보건복지부 사회복지사업 지원 지침 및 관련 →종료
qa_171_2hop_658_rand,A,3,2,2,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_171_2hop_658_rand,B,3,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:「대기오염물질 경보기준」 환경부 고시→종료
qa_171_2hop_658_rand,C,1,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_119_2hop_464_rand,A,3,0,0,0,0,2,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_119_2hop_464_rand,B,3,1,1,0,1,2,1,0,0,1,2,finish,0,0,0,0,"검색:하천법 제12조, 토지보상법 관련 조항, 토→종료"
qa_119_2hop_464_rand,C,5,0,0,0,0,2,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:토지보상법 제4조 구체적 내용 및 적용 사례→종료
qa_260_2hop_995_rand,A,4,0,0,0,1,1,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_260_2hop_995_rand,B,2,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:선원법 관련 징계 절차 및 종류→종료
qa_260_2hop_995_rand,C,3,0,1,1,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_140_1hop_257,A,3,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_140_1hop_257,B,3,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:위임 종료 후 긴급 조치 관련 민법 조문 및→종료
qa_140_1hop_257,C,4,0,1,1,1,1,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:위임 종료 후 긴급 상황 대응 관련 민법 조→종료
qa_59_2hop_232_rand,A,4,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_59_2hop_232_rand,B,8,7,7,0,0,2,2,0,0,2,3,finish,0,0,0,0,"검색:공직선거법 제87조, 제88조, 선거관리규정→검색:선거관리규정 제26조 세부 내용 및 관련 지→종료"
qa_59_2hop_232_rand,C,5,1,3,2,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_215_2hop_820_rand,A,3,2,2,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_215_2hop_820_rand,B,5,2,2,0,1,2,1,0,0,1,2,finish,0,0,0,0,검색:선거법 관련 최신 개정안 및 세부 조항 확인→종료
qa_215_2hop_820_rand,C,2,1,1,0,1,2,7,1,0,8,8,max_steps,1,0,0,0,"사실검증→검색:공직선거법 제57조 및 국회의원선거법 관련 →검색:공직선거법 제57조, 국회의원선거법 기탁금 →검색:국회의원선거법 기탁금 관련 조문 및 공직선거→검색:국회의원선거법 기탁금 구체적 조항 및 공직선→검색:국회의원선거법 기탁금 구체적 조항 및 제56→검색:국회의원선거법 기탁금 구체적 조항 및 제56→검색:국회의원선거법 기탁금 규정 및 관련 법조문"
qa_102_3hop_175,A,2,0,2,2,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_102_3hop_175,B,3,0,0,0,0,3,1,0,0,1,2,finish,0,0,0,0,검색:공문서 위조 및 허위 진술 관련 최신 판례 →종료
qa_102_3hop_175,C,7,0,1,1,1,3,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_422_3hop_653,A,3,0,0,0,2,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_422_3hop_653,B,4,0,0,0,2,3,1,0,0,1,2,finish,0,0,0,0,"검색:변제기 이전 변제, 제3자 변제 위임, 민법→종료"
qa_422_3hop_653,C,3,0,0,0,0,3,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_113_2hop_200,A,3,3,3,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_113_2hop_200,B,6,2,2,0,0,2,1,0,0,1,2,finish,0,0,0,0,검색:화물자동차운송사업법 관련 세부 절차 및 지자→종료
qa_113_2hop_200,C,2,1,1,0,0,2,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:화물자동차운송사업법 변경절차 및 지자체 유류→종료
qa_95_1hop_156,A,2,0,1,1,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_95_1hop_156,B,1,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:민사소송법 관련 추가 조문 및 판례 검색: →종료
qa_95_1hop_156,C,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_62_1hop_94,A,3,0,2,2,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_62_1hop_94,B,4,0,1,1,0,1,1,0,0,1,2,finish,0,0,0,0,검색:부동산 매매 등기 절차 관련 조문→종료
qa_62_1hop_94,C,2,0,1,1,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_24_1hop_35,A,3,1,1,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_24_1hop_35,B,5,2,2,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:저작권 재심 청구 관련 판례 및 사례→종료
qa_24_1hop_35,C,3,0,0,0,1,1,1,1,0,2,3,finish,0,0,0,0,"사실검증→검색:재심 청구 관련 조문, 저작권 등록 부정확성→종료"
qa_279_3hop_1064_rand,A,6,2,2,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_279_3hop_1064_rand,B,6,0,2,2,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:대기환경보전법 제10조, 제11조, 환경영향→종료"
qa_279_3hop_1064_rand,C,6,0,2,2,0,2,0,1,1,2,3,finish,0,0,0,0,사실검증→논리검증→종료
qa_141_1hop_258,A,3,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_141_1hop_258,B,3,0,0,0,1,1,1,1,1,3,4,finish,0,0,0,0,사실검증→검색:토지 매매 계약 건축 금지 조항 무효 판례 →논리검증→종료
qa_141_1hop_258,C,2,0,0,0,1,1,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:토지 매매 계약 일부 무효 조항 관련 판례 →종료
qa_503_2hop_790,A,6,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_503_2hop_790,B,5,1,1,0,0,2,1,0,0,1,2,finish,0,0,0,0,검색:「폐기물관리법」 시행령 세부 분류 기준 및 →종료
qa_503_2hop_790,C,5,0,0,0,1,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_633_2hop_954,A,7,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_633_2hop_954,B,8,2,2,0,0,2,1,0,1,2,3,finish,0,0,0,0,"검색:재심 청구 절차, 민사집행법 강제집행 정지 →논리검증→종료"
qa_633_2hop_954,C,4,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_216_2hop_824_rand,A,2,0,0,0,0,1,0,1,1,2,1,finish,0,0,0,0,생성→사실검증→논리검증→종료
qa_216_2hop_824_rand,B,4,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:의료법 제23조 진료기록 보존 기간 및 방법→종료
qa_216_2hop_824_rand,C,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_406_2hop_622,A,4,0,0,0,0,2,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_406_2hop_622,B,6,0,1,1,1,2,1,0,0,1,2,finish,0,0,0,0,검색:토지 소유권 침해 및 방해제거청구 관련 판례→종료
qa_406_2hop_622,C,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_330_2hop_525,A,3,0,0,0,2,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_330_2hop_525,B,27,0,0,0,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:상법 제350조, 상법 제430조 관련 최신→종료"
qa_330_2hop_525,C,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_124_2hop_480_rand,A,2,0,0,0,2,2,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_124_2hop_480_rand,B,3,0,0,0,1,2,1,0,0,1,2,finish,0,0,0,0,"검색:식품위생법 제18조 생산실적 보고, 식품위생→종료"
qa_124_2hop_480_rand,C,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_62_2hop_244_rand,A,4,0,0,0,1,2,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_62_2hop_244_rand,B,3,3,3,0,0,2,1,0,1,2,3,finish,0,0,0,0,"검색:지방자치단체의 재산 관리, 출자 및 위임 관→논리검증→종료"
qa_62_2hop_244_rand,C,2,1,1,0,0,2,1,1,1,3,4,finish,0,0,0,0,검색:지방자치단체의 재산 관리 및 출자 관련 조례→논리검증→사실검증→종료
qa_82_3hop_235_rand2,A,4,0,0,0,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_82_3hop_235_rand2,B,2,0,0,0,1,3,1,0,0,1,2,finish,0,0,0,0,검색:지방자치단체의 공공시설 내 소규모 매점 운영→종료
qa_82_3hop_235_rand2,C,4,2,2,0,0,3,1,1,0,2,3,finish,0,0,0,0,검색:국민주택 특별법 관련 세부 조항→사실검증→종료
qa_174_2hop_666_rand,A,3,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_174_2hop_666_rand,B,2,0,0,0,2,2,1,0,1,2,3,finish,0,0,0,0,검색:농어촌정비법 관련 토지 이동 신고 절차 및 →논리검증→종료
qa_174_2hop_666_rand,C,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_99_1hop_167,A,5,0,0,0,1,1,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_99_1hop_167,B,3,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:부당해고 구제 절차 및 관련 조문 상세 내용→종료
qa_99_1hop_167,C,3,0,0,0,1,1,1,1,0,2,3,finish,0,0,0,0,"사실검증→검색:근로기준법 제100조 상세 내용, 부당해고 →종료"
qa_430_3hop_669,A,4,0,1,1,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_430_3hop_669,B,7,0,0,0,1,3,1,0,0,1,2,finish,0,0,0,0,"검색:보험대위권 관련 판례 및 민법 제754조, →종료"
qa_430_3hop_669,C,5,0,0,0,0,3,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_192_1hop_333,A,4,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_192_1hop_333,B,7,0,1,1,0,1,1,0,0,1,2,finish,0,0,0,0,검색:공무원 부정행위 관련 형법 조문 및 정보통신→종료
qa_192_1hop_333,C,6,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_25_1hop_37,A,2,1,1,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_25_1hop_37,B,3,0,0,0,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:형사소송법 제244조, 제245조, 제313→종료"
qa_25_1hop_37,C,4,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_127_3hop_230,A,3,0,0,0,1,2,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_127_3hop_230,B,7,3,3,0,0,2,1,0,0,1,2,finish,0,0,0,0,"검색:학교법인법 시행령 제10조, 학교법인법 제2→종료"
qa_127_3hop_230,C,3,2,2,0,0,2,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:학교법인 기본재산 처분 관련 법령 및 이해충→종료
qa_64_1hop_95,A,3,0,0,0,1,1,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_64_1hop_95,B,4,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:민법상의 과실치사 및 정신적 손해 배상 관련→종료
qa_64_1hop_95,C,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_115_2hop_204,A,6,0,0,0,1,1,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_115_2hop_204,B,5,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:폐기물관리법 시행령 세부 조항 및 관련 지침→종료
qa_115_2hop_204,C,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_145_1hop_267,A,4,0,0,0,0,1,0,1,1,2,1,finish,0,0,0,0,생성→사실검증→논리검증→종료
qa_145_1hop_267,B,6,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:주식 양도 및 취득 관련 상법 조문 상세 검→종료
qa_145_1hop_267,C,3,0,0,0,1,1,1,1,0,2,3,finish,0,0,0,0,"사실검증→검색:주식 양도 및 이사회 승인 관련 정관 조항,→종료"
qa_332_2hop_531,A,3,1,1,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_332_2hop_531,B,3,0,0,0,1,2,0,0,1,1,2,finish,0,0,0,0,논리검증→종료
qa_332_2hop_531,C,5,1,1,0,1,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_522_2hop_806,A,4,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_522_2hop_806,B,3,0,0,0,1,2,1,0,0,1,2,finish,0,0,0,0,"검색:행정소송법 제12조, 행정처분의 존속기간 및→종료"
qa_522_2hop_806,C,3,0,0,0,0,2,0,1,1,2,3,finish,0,0,0,0,사실검증→논리검증→종료
